asset_ticker,asset_type,query_keyword,news_category,title,description,source,published_at,sentiment,confidence,prob_negative,prob_positive,url,is_financial,financial_confidence,financial_label
IHG,Company,IHG,KEYWORD_SEARCH,"A Deli Employee Told A Customer They Were Closed, But The Guy Got So Mad A Manager Had To Get Involved","Hey, he was just following orders!",Twistedsifter.com,2026-01-22T13:35:54Z,Negative,0.7272542715072632,0.7272542715072632,0.2727457582950592,http://twistedsifter.com/2026/01/a-deli-counter-employee-told-a-customer-they-were-closed-but-the-guy-got-so-mad-a-manager-had-to-get-involved/,1,0.9991381168365479,Financial
IHG,Company,IHG,KEYWORD_SEARCH,Body of swimmer found months after vanishing during race,"Five months after Nikolai Svechnikov went missing, authorities confirmed a body was found with ""no head, no feet and no arms.""",CBS News,2026-01-22T13:34:35Z,Negative,0.5781787633895874,0.5781787633895874,0.421821266412735,https://www.cbsnews.com/news/body-swimmer-found-months-vanishing-international-race-nikolai-svechnikov/,0,4.439523399923928e-05,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,‘Teach You a Lesson’ K-Drama Coming to Netflix in Q2 2026,Teach You a Lesson is coming to Netflix in Q2 2026.,What's on Netflix,2026-01-22T13:29:23Z,Positive,0.8004484176635742,0.1995515972375869,0.8004484176635742,https://www.whats-on-netflix.com/news/k-dramas/teach-you-a-lesson-netflix-k-drama-preview/,0,0.4869728088378906,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,MarketFully Releases 2026 State of the Industry Report Around InContent Marketing,"New research reveals why multilingual content spend at the enterprise level is rising even though performance, governance and AI trust continue to lag.Key findings highlight a widening ROI gap",Finanznachrichten.de,2026-01-22T13:17:58Z,Negative,0.9341855645179749,0.9341855645179749,0.0658144354820251,https://www.finanznachrichten.de/nachrichten-2026-01/67499937-marketfully-releases-2026-state-of-the-industry-report-around-incontent-marketing-008.htm,0,0.012796975672245026,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Influencer Sneako Is Banned and Accused of Antisemitism and Hate (VIDEO),"Content creator Sneako has once again sparked controversy after a private call was leaked in which a friend tells him that he is “practically banned from everything” across various social, business, and hospitality circles in the United States.
The post Influ…",Gatewayhispanic.com,2026-01-22T13:15:09Z,Negative,0.9793705940246582,0.9793705940246582,0.0206294283270835,https://gatewayhispanic.com/video/sneako-is-banned-accused-antisemitism-hate-video/,0,0.00021977812866680324,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,2-night 4⭐ Marseille break with flights ✈️,"This 2-night Marseille city break includes return flights and a stay at the 4-star NH Collection Marseille from just £145 per person — a superb price for a stylish base in this vibrant French port city.NH Collection Marseille is near the old port, and the caf…",Holidaypirates.com,2026-01-22T13:12:52Z,Positive,0.9513490796089172,0.0486509203910827,0.9513490796089172,https://www.holidaypirates.com/packages/nh-collection-marseille-france,0,0.00036808871664106846,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,"RMZ ties up with MMRDA, CIDCO at Davos to facilitate up to $30 bn investments in Mumbai region","Realty firm RMZ Group will invest up to USD 30 billion in the Mumbai Metropolitan Region over the next decade. This strategic partnership with MMRDA and CIDCO aims to boost development across commercial real estate, logistics, and data centres. The initiative…",The Times of India,2026-01-22T13:09:13Z,Positive,0.9957400560379028,0.0042599737644195,0.9957400560379028,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/rmz-ties-up-with-mmrda-cidco-at-davos-to-facilitate-up-to-30-bn-investments-in-mumbai-region/articleshow/127156891.cms,1,0.999153733253479,Financial
IHG,Company,IHG,KEYWORD_SEARCH,"No Other Choice: Park Chan-wook’s bleak, bloody takedown of capitalism","Director Park Chan-wook and star Lee Byung-hun discuss their new film – a darkly comic satire about job insecurity, masculinity and the creeping threat of AI",Dazed,2026-01-22T13:09:00Z,Negative,0.9596627354621888,0.9596627354621888,0.0403372682631015,https://www.dazeddigital.com/film-tv/article/69464/1/park-chan-wook-no-other-choice-lee-byung-hun-interview-2025?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=no-other-choice-park-chan-wook-s-bleak-bloody-takedown-of-capitalism,0,0.44410333037376404,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,"It’s Personal Stories, A Hospitality Podcast Launches New Website","It’s Personal Stories, the hospitality leadership podcast founded by industry veterans David Kong, Rachel Humphrey, and Lan Elliott, today announced the launch of its newly-redesigned website, making available one of the most comprehensive and authentic colle…",Hospitality Net,2026-01-22T13:07:45Z,Positive,0.921837031841278,0.0781629830598831,0.921837031841278,https://www.hospitalitynet.org/news/4130550.html,1,0.9986786246299744,Financial
IHG,Company,IHG,KEYWORD_SEARCH,Sexual Exploitation — Why Leaving Is Not So Simple,"“I had no voice, no choice.” These are the words of a woman who was, for more than 30 years, coerced into having sex with multiple men, while the man who controlled her photographed and filmed the encounters. She was threatened if she refused, though precisel…",Fair Observer,2026-01-22T13:05:47Z,Negative,0.9068570137023926,0.9068570137023926,0.093142993748188,https://www.fairobserver.com/culture/sexual-exploitation-why-leaving-is-not-so-simple/,0,7.941442891024053e-05,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Happy hour habits shift bar culture in America: Who's drinking when,"Experts reveal happy hours aren't dead — they're evolving. Remote jobs and COVID-19 have reshaped after-work socializing, with younger employees still seeking drink deals.",Fox News,2026-01-22T13:00:01Z,Negative,0.912934958934784,0.912934958934784,0.0870649963617324,https://www.foxnews.com/food-drink/happy-hour-habits-shift-bar-culture-america-whos-drinking-when,0,0.04878370091319084,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,"Happy hour isn't dead, but remote work has changed it forever, experts assert","Experts reveal happy hours aren't dead — they're evolving. Remote jobs and COVID-19 have reshaped after-work socializing, with younger employees still seeking drink deals.",Fox News,2026-01-22T13:00:01Z,Negative,0.8457773923873901,0.8457773923873901,0.1542225480079651,https://www.foxnews.com/food-drink/happy-hour-isnt-dead-remote-work-has-changed-forever-experts-assert,0,8.855826308717951e-05,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Beyond Generative: The Rise Of Agentic AI And User-Centric Design,"Developing effective agentic AI requires a new research playbook. When systems plan, decide, and act on our behalf, UX moves beyond usability testing into the realm of trust, consent, and accountability. Victor Yocco outlines the research methods needed to de…",Smashingmagazine.com,2026-01-22T13:00:00Z,Positive,0.9371481537818908,0.0628518685698509,0.9371481537818908,https://www.smashingmagazine.com/2026/01/beyond-generative-rise-agentic-ai-user-centric-design/,0,0.002459803828969598,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Mews Raises $300 Million to Prove AI Can Run Hotel Operations,"Mews is pushing artificial intelligence beyond guest-facing features and into the core of hotel operations. The real question isn’t whether the technology exists, but whether hotels are ready to let software manage day-to-day decisions at scale.",Skift,2026-01-22T13:00:00Z,Positive,0.940346360206604,0.0596536286175251,0.940346360206604,https://skift.com/2026/01/22/mews-raises-300-million-series-d-2-5-billion-valuation/,0,0.00022447993978857994,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,International Land Alliance Reports Sales at Rancho Costa Verde and Oasis Park from January 17 Sales Event,"Topline Revenues of $600,000  SAN DIEGO, CALIFORNIA, Jan.  22, 2026  (GLOBE NEWSWIRE) -- International Land Alliance, Inc. (OTCQB:ILAL), (“ILAL” or the...",GlobeNewswire,2026-01-22T13:00:00Z,Positive,0.962840497493744,0.0371595546603202,0.962840497493744,https://www.globenewswire.com/news-release/2026/01/22/3223676/0/en/International-Land-Alliance-Reports-Sales-at-Rancho-Costa-Verde-and-Oasis-Park-from-January-17-Sales-Event.html,1,0.9994231462478638,Financial
IHG,Company,IHG,KEYWORD_SEARCH,Epic Ambitions,"A new life of Gertrude Stein treats her as a philosopher of language to trust, not explain—and gathers force from archival discoveries and intriguing plots of her reception and reputation.",The New York Review of Books,2026-01-22T13:00:00Z,Positive,0.6931316256523132,0.3068684041500091,0.6931316256523132,http://www.nybooks.com/articles/2026/02/12/epic-ambitions-gertrude-stein-an-afterlife/,0,0.002730761421844363,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Bangladesh’s Stalled Student Revolution,The young radicals who ousted the country’s authoritarian prime minister have so far failed to implement the democratic reforms they promised. Will elections in February correct their course?,The New York Review of Books,2026-01-22T13:00:00Z,Negative,0.9773681163787842,0.9773681163787842,0.0226318910717964,http://www.nybooks.com/articles/2026/02/12/bangladeshs-stalled-student-revolution-cyrus-naji/,0,5.017768489778973e-05,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Things Fall Apart,Gabriele Tergit’s Effingers chronicles how one prosperous German Jewish family struggled to answer the question: When is it time to leave?,The New York Review of Books,2026-01-22T13:00:00Z,Negative,0.9460636377334596,0.9460636377334596,0.053936343640089,http://www.nybooks.com/articles/2026/02/12/things-fall-apart-effingers-gabriele-tergit/,0,0.0024714991450309753,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Sun: A ‘tipsy’ Victoria Beckham ‘grinded’ on Brooklyn at his 2022 wedding,"Looking back on the gossip around and after Brooklyn Beckham and Nicola Peltz’s 2022 wedding, it’s clear that something shifted around that time. For a few years after, Brooklyn and Nicola tried to keep the peace and show up for the Beckham family, but the st…",Celebitchy.com,2026-01-22T12:45:01Z,Negative,0.8631840944290161,0.8631840944290161,0.1368158310651779,https://www.celebitchy.com/958299/sun_a_tipsy_victoria_beckham_grinded_on_brooklyn_at_his_2022_wedding/,0,0.0039062276482582092,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,The New Miami Restaurants Reshaping the City’s Culinary Scene,The new openings that signal Miami’s evolution from party city to serious dining destination,Observer,2026-01-22T12:45:00Z,Positive,0.9899026155471802,0.0100973527878522,0.9899026155471802,https://observer.com/list/the-new-miami-restaurants-reshaping-the-citys-culinary-scene/,0,0.32626593112945557,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Startup Cubby is bringing a tech mindset to the wild world of self-storage—and just raised a $63 million Series A,Self-storage is a business that tends to have 30-40% profit margins—and is growing rapidly thanks to Gen Z that rents more than any previous generation.,Fortune,2026-01-22T12:30:00Z,Positive,0.9941633343696594,0.0058366362936794,0.9941633343696594,https://fortune.com/2026/01/22/startup-cubby-self-storage-matt-engfer/,0,0.03862704336643219,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Cyprus family holiday with swim-up room UNDER £200 ,"Mateys, head to Cyprus where you’ll stay at the Fedrania Gardens Hotel this April, which is tucked away in a quiet, leafy spot just a short stroll from the family-friendly sands of Nissi Beach. A huge water park is nearby, too.April is a fantastic time for fa…",Holidaypirates.com,2026-01-22T12:23:01Z,Positive,0.8390652537345886,0.1609346717596054,0.8390652537345886,https://www.holidaypirates.com/packages/fedrania-gardens-hotel-ayia-napa-cyprus-family,0,0.00015333606279455125,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Blake Lively & Taylor Swift’s years of texts about Justin Baldoni were released,"In recent months, this site has opted out of covering the Justin Baldoni-Blake Lively case, just because it was getting too toxic and it was just leading to too many fights in the comment section. The trial was supposed to start in March, but it’s been pushed…",Celebitchy.com,2026-01-22T12:20:53Z,Negative,0.9718841314315796,0.9718841314315796,0.0281159002333879,https://www.celebitchy.com/958355/blake_lively_taylor_swifts_years_of_texts_about_justin_baldoni_were_released/,0,0.00014090593322180212,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Mews Secures $300 million Investment to Cement Position as World’s Leading Hospitality Operating System,"[New York, 22 January 2026] – Mews, the operating system for hospitality, today announced it has raised $300 million in a Series D funding round led by EQT Growth, with new investors Atomico and HarbourVest Partners, and participation from existing investors …",Hospitality Net,2026-01-22T12:20:27Z,Positive,0.9945514798164368,0.0054485434666275,0.9945514798164368,https://www.hospitalitynet.org/news/4130549.html,0,0.0033134082332253456,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Broadcast Equipment Market Rising at 6.23% CAGR to 2031 Driven by Online Streaming and Digital Adoption says a 2026 Mordor Intelligence Report,"North America leads the broadcast equipment market, with Asia-Pacific emerging as the fastest-growing region. This growth is driven by UHD/8K, multi-platform streaming, and cloud workflows. North America leads the broadcast equipment market, with Asia-Pacific…",GlobeNewswire,2026-01-22T12:19:00Z,Positive,0.9941439032554626,0.0058561540208756,0.9941439032554626,https://www.globenewswire.com/news-release/2026/01/22/3223628/0/en/Broadcast-Equipment-Market-Rising-at-6-23-CAGR-to-2031-Driven-by-Online-Streaming-and-Digital-Adoption-says-a-2026-Mordor-Intelligence-Report.html,0,0.012156306765973568,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,"Australia, 2026, and hospitality: What’s actually changing?","In this episode of Hotel Moment, Dylan Cole, Managing Director of EMEA, is joined by Nick Ellis, Country Director Oceania & Indonesia – Enterprise Director SE Asia, to unpack what hospitality trends for 2026 actually look like in Australia — a market defined …",Revinate.com,2026-01-22T12:08:00Z,Negative,0.8596943616867065,0.8596943616867065,0.1403056532144546,https://www.revinate.com/hotel-moment-podcast/australia-2026-and-hospitality-whats-actually-changing/,1,0.9980270266532898,Financial
IHG,Company,IHG,KEYWORD_SEARCH,7-night Cyprus holiday with swim-up room & ✈️,"Mateys, we've found an absolute gem getaway in Ayia Napa for a bargain price. You will stay in the Fedrania Gardens Hotel this April, just a short stroll from the famous Nissi Beach. This deal is on a room-only basis, but there are plenty of cheap upgrades …",Holidaypirates.com,2026-01-22T12:07:18Z,Positive,0.9279614090919496,0.0720386058092117,0.9279614090919496,https://www.holidaypirates.com/packages/fedrania-gardens-hotel-ayia-napa-cyprus,0,0.00039906793972477317,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,How hoteliers should rethink the threat posed by short term rentals,"The perception of the upstart AirBnb host nabbing lucrative would-be hotel guests, and destabilizing the fragile travel ecosystem has been with us since the platform burst onto the scene in 2008.",Hospitality Net,2026-01-22T12:01:45Z,Negative,0.9528028964996338,0.9528028964996338,0.0471971295773983,https://www.hospitalitynet.org/opinion/4130547.html,1,0.9981815814971924,Financial
IHG,Company,IHG,KEYWORD_SEARCH,"Scientists Tried to Spread The Flu, Only to Discover Something Unexpected",A group of volunteers spent days locked in a small hotel room with people actively infected with the flu.,ScienceAlert,2026-01-22T12:00:37Z,Positive,0.6425343155860901,0.3574657142162323,0.6425343155860901,https://www.sciencealert.com/scientists-tried-to-spread-the-flu-only-to-discover-something-unexpected,0,6.701078382320702e-05,Non-Financial
IHG,Company,IHG,KEYWORD_SEARCH,Mangrove Garden Offices by Bean Buro,"Bean Buro’s Mangrove Garden offices in Hong Kong reimagine workplace culture through a nature-inspired design, seamlessly blending vibrant aesthetics and...",Retaildesignblog.net,2026-01-22T12:00:01Z,Positive,0.989846646785736,0.0101533895358443,0.989846646785736,https://retaildesignblog.net/2026/01/22/mangrove-garden-offices-by-bean-buro/,0,0.01987140066921711,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,"Telefe will return to longform fiction on free-to-air television, Turovelzky reveals","CONTENT AMERICAS: Telefe will once again focus on original longform fiction series in the style of Sres Papis and El Primero de Mosotros, Darío Turovelzky revealed here in Miami. Turovelzky is the cha...",C21media.net,2026-01-22T15:46:51Z,Positive,0.7683389782905579,0.2316609919071197,0.7683389782905579,https://www.c21media.net/news/telefe-will-return-to-longform-fiction-on-free-to-air-television-turovelzky-reveals/,0,8.088652248261496e-05,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,Middle East Tourism Leads in Growth Since 2019,"The Middle East leads all regions globally in its recovery from the pandemic, with international arrivals now 39% above 2019 levels.",Skift,2026-01-22T15:44:18Z,Positive,0.798953652381897,0.2010463774204254,0.798953652381897,https://skift.com/2026/01/22/middle-east-tourism-leads-in-growth-since-2019/,1,0.994962215423584,Financial
AIR,Company,AIR,KEYWORD_SEARCH,New global guidance issued to help protect workers from health and safety risks linked to climate change,"The British Standards Institution (BSI) has published new international…
The post New global guidance issued to help protect workers from health and safety risks linked to climate change appeared first on OHS Canada Magazine.",Ohscanada.com,2026-01-22T15:40:04Z,Positive,0.9854336977005004,0.0145662929862737,0.9854336977005004,https://www.ohscanada.com/new-global-guidance-issued-to-help-protect-workers-from-health-and-safety-risks-linked-to-climate-change/,0,0.002851002151146531,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,Baked Japanese Sweet Potato,"A Japanese sweet potato is one of my favorite winter vegetables. I first tried one on a trip to Japan years ago, sliced and fried to perfection on a plate of vegetable tempura. Each slice’s crisp exterior gave way to a pale interior that was fluffy and lightl…",Loveandlemons.com,2026-01-22T15:38:22Z,Positive,0.8846913576126099,0.1153086125850677,0.8846913576126099,https://www.loveandlemons.com/japanese-sweet-potato/,0,0.0005373977473936975,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,'Wicked: For Good's 2026 Oscars Snub Is So Disappointing,"Last year, 'Wicked' enchanted the Oscars and earned 10 nominations. However, its sequel was shockingly snubbed.",Elite Daily,2026-01-22T15:31:50Z,Negative,0.9645748138427734,0.9645748138427734,0.0354251936078071,https://www.elitedaily.com/entertainment/wicked-for-good-2026-oscars-snub,0,0.0003750536998268217,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,"Porter Airlines to close crew bases in Thunder Bay, Ont., and Halifax, N.S., in May","Porter Airlines is closing its crew bases in both Thunder Bay, Ont., and Halifax, N.S., in May as the company undergoes what a spokesperson calls “a transformative growth plan.” Here's what we know about the decision so far and how employees will be affected.",CBC News,2026-01-22T15:28:26Z,Negative,0.9696295857429504,0.9696295857429504,0.0303703509271144,https://www.cbc.ca/news/canada/thunder-bay/porter-airlines-crew-base-closures-9.7055842,1,0.999211311340332,Financial
AIR,Company,AIR,KEYWORD_SEARCH,Air India Faces Record $1.6 Billion Loss: Report,"What happens next at Air India, including leadership decisions and regulatory outcomes, will shape not just the carrier's future, but India’s ambition to build a globally credible aviation champion.",Skift,2026-01-22T15:17:42Z,Negative,0.956151008605957,0.956151008605957,0.0438490696251392,https://skift.com/2026/01/22/air-india-faces-record-1-6bn-loss-report/,1,0.9959074258804321,Financial
AIR,Company,AIR,KEYWORD_SEARCH,Texas Power Grid Faces Major Test From Season’s Biggest Storm,"A powerful winter storm descending on Texas on Friday will be one of the toughest tests of the state’s electric grid since the system collapsed during a deadly 2021 freeze. Ice is predicted for the Dallas area, the Panhandle is …",Insurance Journal,2026-01-22T15:17:36Z,Negative,0.9509177207946776,0.9509177207946776,0.0490822680294513,https://www.insurancejournal.com/news/southcentral/2026/01/22/855214.htm,1,0.9972705245018005,Financial
AIR,Company,AIR,KEYWORD_SEARCH,New AI Tool Pushes Business Travelers Toward Lower-Emission Trips,"A new AI system suggests cheaper, faster, lower-emission options to business travelers. The tool, called EngageAI, sends real-time messages via WhatsApp, A new AI system targeting business travel emissions helps corporate travelers find cheaper, faster, and l…",Skift,2026-01-22T15:17:06Z,Positive,0.981421947479248,0.0185779836028814,0.981421947479248,https://skift.com/2026/01/22/new-ai-tool-pushes-business-travelers-toward-lower-emission-trips/,0,0.0010669530602172017,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,How to use your airline’s ‘self-service’ rebooking system ahead of Winter Storm Fern,Airlines are encouraging travelers who plan to fly this weekend to change their plans in anticipation of what's expected to be the biggest winter storm of the season so far.,New York Post,2026-01-22T15:14:04Z,Positive,0.5971181392669678,0.4028818011283874,0.5971181392669678,https://nypost.com/2026/01/22/lifestyle/how-to-rebook-your-flight-plans-ahead-of-winter-storm-fern/,1,0.9957247972488403,Financial
AIR,Company,AIR,KEYWORD_SEARCH,Induction and Feedback,A new class reimagining learning for dynamics and control,Argmin.net,2026-01-22T15:12:51Z,Positive,0.9676086902618408,0.0323913022875785,0.9676086902618408,https://www.argmin.net/p/induction-and-feedback,0,0.003102481598034501,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,Inter close in on €5m deal for Dinamo Zagreb defender Jakirovic,"Inter are closing in on the signing of highly rated Dinamo Zagreb defender Leon Jakirović, with the deal expected to be worth around €5m in total and medical",Football Italia,2026-01-22T15:09:13Z,Positive,0.9674169421195984,0.0325830094516277,0.9674169421195984,https://football-italia.net/inter-close-in-on-e5m-deal-for-jakirovic/,0,3.3635067666182294e-05,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,IndiGo Q3 profit falls over 77% amid FDTL-led disruptions,"IndiGo's Q3 profit plummets 77% due to flight disruptions and penalties, despite growth in total income and passenger numbers.",BusinessLine,2026-01-22T15:08:53Z,Negative,0.9566524624824524,0.9566524624824524,0.0433475449681282,https://www.thehindubusinessline.com/news/national/indigo-q3-profit-falls-over-77-amid-fdtl-led-disruptions/article70538786.ece,1,0.9990083575248718,Financial
AIR,Company,AIR,KEYWORD_SEARCH,Stephen A. Smith Lays Into Gavin Newsom For Bashing Trump Overseas,Stephen A. Smith condemned Democratic California Gov. Gavin Newsom on “Straight Shooter with Stephen A” Wednesday for criticizing Donald Trump in Switzerland.,The Daily Caller,2026-01-22T15:06:20Z,Negative,0.9819583296775818,0.9819583296775818,0.018041618168354,https://dailycaller.com/2026/01/22/stephen-a-smith-lays-into-gavin-newsom-bashing-trump-overseas/,0,0.00020900441450066864,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,21-Years-Owned 1998 Porsche 911 Carrera S Coupe 6-Speed,"This 1998 Porsche 911 Carrera S coupe has remained registered in California since August 1998 and was purchased by the current owner in 2005. It was specified in Arena Red Metallic and optioned with the Motor Sound Package, a limited-slip differential, 18"" Sp…",Bringatrailer.com,2026-01-22T15:05:11Z,Positive,0.9764618277549744,0.0235381480306386,0.9764618277549744,https://bringatrailer.com/listing/1998-porsche-911-carrera-s-coupe-80/,0,0.00015765649732202291,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,Show HN: Hands-on guide to immersive 3D maps on the web,"Article URL: https://spatialized.io/insights/google-maps/data-layers-and-overlays/immersive-3d-maps
Comments URL: https://news.ycombinator.com/item?id=46720132
Points: 1
# Comments: 0",Spatialized.io,2026-01-22T15:05:06Z,Positive,0.56317538022995,0.4368246495723724,0.56317538022995,https://spatialized.io/insights/google-maps/data-layers-and-overlays/immersive-3d-maps,0,7.145853305701166e-05,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,"Sinners Makes Oscars History with 16 Nominations, Beating an 86-Year-Old Record","Sinners has broken an 86-year-old Oscars record by receiving 16 nominations for the 2026 Academy Awards, beating Titanic, La La Land, and All About Eve's 14 noms.",Consequence.net,2026-01-22T15:03:37Z,Positive,0.6628257632255554,0.3371742665767669,0.6628257632255554,https://consequence.net/2026/01/sinners-oscars-record-16-nominations/,0,3.457369894022122e-05,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,"(Final Result) UPSC Combined Defence Services Examination (I), 2025","(Final Result) UPSC Combined Defence Services Examination (I), 2025






The following are the lists, in order of merit, in respect of 535 (473 + 62) candidates who have finally qualified on the basis of the results of the Combined Defence Services Examin…",Iasexamportal.com,2026-01-22T15:02:14Z,Positive,0.9010671377182008,0.0989328995347023,0.9010671377182008,https://iasexamportal.com/cds/result/exam-1-2025,0,0.24246220290660858,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,Omnar Bertele 5cm f/2 Review: It Should Not Look This Good,"The Leica M-mount is a dynamic arena for third-party lens manufacturers, even though the brand is considered quite exclusive. These prestigious cameras come with huge price tags and the easy assumption would be that Leica users would only stick to Leica lense…",PetaPixel,2026-01-22T15:01:43Z,Positive,0.5318413376808167,0.4681586921215057,0.5318413376808167,https://petapixel.com/2026/01/22/omnar-bertele-5cm-f-2-review-it-should-not-look-this-good/,0,0.0001825675426516682,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,What would happen if world lost gravity for 7 seconds as NASA responds to viral theory,A viral conspiracy theory suggesting that the Earth will lose gravity for seven seconds in August this year has left people wondering what would happen.,LADbible,2026-01-22T15:01:33Z,Negative,0.9580212235450744,0.9580212235450744,0.0419787839055061,https://www.ladbible.com/news/science/what-happens-earth-loses-gravity-seven-seconds-nasa-respond-theory-214008-20260122,0,0.0002685583895072341,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,NEW Rules for Flying on American Airlines in 2026,Here's what every traveler flying with American Airlines needs to know -- from free Wi-Fi to fare changes.,allears.net,2026-01-22T15:00:20Z,Positive,0.8488661050796509,0.1511338651180267,0.8488661050796509,https://allears.net/2026/01/22/new-rules-for-flying-on-american-airlines-in-2026/,1,0.9961540102958679,Financial
AIR,Company,AIR,KEYWORD_SEARCH,Automation vs. Authenticity: The Real Risk of AI in B2B Marketing,"AI boosts speed across B2B marketing, yet unchecked automation weakens authenticity and trust. Learn why governance, transparency, and human judgment are essential to turn AI into sustainable growth. Read more. Read the full article at MarketingProfs",MarketingProfs.com,2026-01-22T15:00:00Z,Negative,0.8569431304931641,0.8569431304931641,0.1430568695068359,https://www.marketingprofs.com/articles/2026/54216/ai-marketing-paradox-b2b-trust-governance,0,0.015103141777217388,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,"NY Giants draft scouting report: Eli Stowers, TE, Vanderbilt","Can Eli Stowers be a positionless ""offensive weapon"" for the New York Giants?",Big Blue View,2026-01-22T15:00:00Z,Negative,0.6434593200683594,0.6434593200683594,0.3565406501293182,https://www.bigblueview.com/new-york-giants-draft/152658/ny-giants-2026-nfl-draft-scouting-report-eli-stowers-tight-end-vanderbilt,0,2.8475709768827073e-05,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,Arco Review – Ugo Bienvenu’s Oscar-nominated animated film is a visual marvel that will set your emotions aflight,"Ugo Bienvenu's Arco is a stunning visual achievement of animation that will take your breath away and leave you an emotional wreck.
The post Arco Review – Ugo Bienvenu’s Oscar-nominated animated film is a visual marvel that will set your emotions aflight appe…",JoBlo.com,2026-01-22T15:00:00Z,Positive,0.6641846895217896,0.3358153402805328,0.6641846895217896,https://www.joblo.com/arco-review-animation/,0,0.024525869637727737,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,Wheel of Fortune: Akshay Kumar reveals how Twinkle Khanna shows her anger; ‘Meri side ka bed geela hota hai’,"Akshay Kumar returns to television hosting the 'Wheel of Fortune'. In a promo, he shared a humorous marital tip with Riteish Deshmukh, emphasizing the importance of saying 'sorry'. The episode featured Riteish and Genelia, with Akshay revealing his wife Twink…",The Times of India,2026-01-22T14:57:30Z,Negative,0.94442218542099,0.94442218542099,0.0555778555572032,https://timesofindia.indiatimes.com/tv/news/hindi/the-wheel-of-fortune-akshay-kumar-reveals-how-twinkle-khanna-shows-her-anger-meri-side-ka-bed-geela-hota-hai/articleshow/127164593.cms,1,0.9317894577980042,Financial
AIR,Company,AIR,KEYWORD_SEARCH,2001 BMW Z8 Dinan S2,"This 2001 BMW Z8 is believed to be one of seven examples modified by Dinan with the S2 Performance Package. It is powered by a 4.9-liter S62 V8 paired with a six-speed manual transmission, and Dinan revisions include engine management software, exhaust header…",Bringatrailer.com,2026-01-22T14:55:10Z,Positive,0.97749924659729,0.0225007385015487,0.97749924659729,https://bringatrailer.com/listing/2001-bmw-z8-146/,0,0.000329008384142071,Non-Financial
AIR,Company,AIR,KEYWORD_SEARCH,"Funding rescissions, re-staffing initiatives and other major takeaways from the final FY26 funding package - Government Executive","Funding rescissions, re-staffing initiatives and other major takeaways from the final FY26 funding packageGovernment Executive DHS funding heads to House vote after Johnson quells GOP revolt over ethanolFox News 3.8% pay raise for air traffic controllers, Edu…",Slashdot.org,2026-01-22T14:53:37Z,Negative,0.8278892636299133,0.8278892636299133,0.1721106767654419,https://slashdot.org/firehose.pl?op=view&amp;id=180638068,1,0.9955581426620483,Financial
